age,gender,tenure_months,contract_type,monthly_charges,total_charges,internet_service,payment_method,support_calls,late_payments,online_security,tech_support,streaming_service,senior_citizen,family_members,churn
61,Male,7,Two year,28.18,3284.53,Fiber optic,Bank transfer,1,2,Yes,Yes,Yes,0,4,0
62,Male,34,Month-to-month,111.18,6524.55,Fiber optic,Bank transfer,3,2,Yes,Yes,No,0,2,0
51,Male,71,Month-to-month,135.38,7538.99,Fiber optic,Mailed check,4,1,No,No,No,0,5,1
38,Male,7,Month-to-month,123.42,2357.2,Fiber optic,Mailed check,2,2,No,No,Yes,0,4,0
73,Female,41,One year,83.68,6811.77,DSL,Electronic check,1,1,Yes,No,Yes,1,3,0
72,Male,55,Month-to-month,55.05,3600.49,Fiber optic,Electronic check,2,0,No,No,No,0,2,0
65,Male,7,Month-to-month,21.75,1245.67,Fiber optic,Bank transfer,3,1,Yes,Yes,No,0,5,0
40,Female,18,One year,86.23,132.46,No,Mailed check,2,1,Yes,Yes,No,1,2,0
23,Female,43,One year,81.83,6719.44,Fiber optic,Electronic check,2,2,No,No,No,0,5,0
68,Female,40,Month-to-month,64.75,1757.57,Fiber optic,Electronic check,4,1,No,Yes,No,0,5,0
70,Female,53,Two year,95.15,555.62,Fiber optic,Mailed check,2,0,Yes,Yes,No,0,1,0
30,Female,14,One year,114.75,4525.16,Fiber optic,Mailed check,3,0,No,Yes,No,1,5,1
66,Female,21,Month-to-month,111.12,3185.61,DSL,Bank transfer,2,1,No,No,Yes,1,5,1
40,Male,57,One year,54.22,6257.08,Fiber optic,Mailed check,3,1,Yes,Yes,Yes,0,1,0
26,Female,46,Month-to-month,96.09,1055.54,No,Bank transfer,2,0,Yes,Yes,No,0,5,0
34,Female,26,Month-to-month,39.34,1280.61,No,Electronic check,4,2,Yes,Yes,Yes,0,1,0
19,Female,24,Month-to-month,35.81,3696.56,Fiber optic,Credit card,1,2,Yes,No,Yes,1,4,0
36,Male,5,Month-to-month,122.16,4731.63,Fiber optic,Credit card,1,1,No,Yes,Yes,0,5,0
36,Female,42,Month-to-month,110.19,7435.33,DSL,Mailed check,3,2,Yes,No,No,0,2,0
73,Male,43,Month-to-month,119.83,5312.06,DSL,Bank transfer,0,1,Yes,No,No,0,5,1
24,Female,32,One year,39.82,8133.12,No,Credit card,0,0,No,Yes,Yes,0,1,0
71,Female,6,One year,138.9,2038.13,Fiber optic,Electronic check,3,2,No,No,No,0,4,1
59,Male,67,Month-to-month,37.3,5406.35,Fiber optic,Electronic check,1,0,No,No,No,0,4,0
59,Male,7,Month-to-month,133.1,5931.62,Fiber optic,Bank transfer,3,3,Yes,Yes,Yes,1,3,1
37,Female,29,One year,65.81,6559.66,Fiber optic,Credit card,0,2,No,Yes,No,0,4,1
26,Male,34,Month-to-month,33.71,8898.99,Fiber optic,Electronic check,3,1,Yes,No,Yes,1,2,1
34,Male,7,Month-to-month,57.28,4265.5,Fiber optic,Electronic check,3,0,Yes,Yes,No,0,1,0
44,Female,58,Month-to-month,43.59,3386.94,Fiber optic,Mailed check,2,0,No,Yes,No,0,1,0
19,Female,45,Two year,143.47,1673.44,Fiber optic,Mailed check,2,0,Yes,No,No,0,4,0
53,Male,47,One year,62.62,429.55,Fiber optic,Electronic check,2,1,Yes,No,Yes,0,2,0
36,Female,72,Month-to-month,99.57,4047.94,Fiber optic,Electronic check,1,0,No,No,Yes,0,4,0
34,Female,40,One year,135.92,2300.13,Fiber optic,Credit card,1,2,No,Yes,No,0,2,1
56,Male,62,Month-to-month,67.09,8876.14,DSL,Bank transfer,0,2,No,Yes,No,1,1,0
71,Female,5,Month-to-month,88.02,2328.58,No,Mailed check,3,1,No,No,No,0,2,1
34,Female,31,One year,20.08,2264.08,DSL,Mailed check,2,1,No,Yes,Yes,0,4,0
57,Male,30,Month-to-month,42.06,6493.44,No,Electronic check,2,0,Yes,No,No,0,3,0
62,Male,15,Two year,55.65,6154.44,Fiber optic,Bank transfer,2,1,No,No,Yes,0,5,1
21,Female,56,One year,145.69,3849.3,No,Bank transfer,1,2,Yes,No,Yes,0,4,0
22,Male,2,Month-to-month,35.21,4841.98,Fiber optic,Credit card,3,1,No,Yes,No,0,4,0
47,Male,64,Month-to-month,67.34,7568.87,No,Credit card,2,2,Yes,Yes,No,0,5,0
29,Female,5,Month-to-month,97.0,5429.98,DSL,Mailed check,1,1,No,No,No,1,3,0
21,Male,68,Month-to-month,132.73,3977.29,Fiber optic,Bank transfer,5,0,No,Yes,Yes,0,1,0
41,Male,13,Month-to-month,145.59,7950.86,Fiber optic,Credit card,2,0,Yes,Yes,Yes,1,5,1
46,Female,23,Month-to-month,117.65,1853.26,No,Bank transfer,1,2,No,Yes,Yes,0,1,1
26,Male,50,Two year,97.87,3298.88,DSL,Electronic check,1,2,No,Yes,No,0,4,0
21,Female,37,Month-to-month,38.5,5131.25,Fiber optic,Credit card,3,0,No,No,No,0,3,0
68,Male,30,Month-to-month,29.62,2695.86,DSL,Credit card,2,1,No,No,No,1,3,0
41,Male,23,One year,97.48,8979.64,Fiber optic,Credit card,2,0,No,No,Yes,1,3,0
31,Male,34,Month-to-month,90.08,4125.66,Fiber optic,Mailed check,1,1,Yes,No,No,1,4,1
22,Female,64,Month-to-month,129.99,560.33,DSL,Electronic check,1,0,No,No,Yes,0,1,0
35,Male,55,Month-to-month,61.94,1667.14,Fiber optic,Bank transfer,3,0,Yes,No,No,0,3,0
59,Male,71,Two year,25.16,4839.08,Fiber optic,Bank transfer,3,2,No,No,No,0,3,0
74,Male,9,Two year,75.08,4995.5,Fiber optic,Electronic check,4,2,No,No,Yes,1,4,1
36,Male,4,One year,145.99,8858.88,Fiber optic,Bank transfer,2,0,No,No,No,0,3,0
29,Male,66,One year,123.42,5439.7,Fiber optic,Mailed check,1,2,No,Yes,No,0,3,0
34,Male,32,Two year,133.71,2002.13,Fiber optic,Mailed check,0,0,No,Yes,Yes,1,3,1
47,Male,44,Two year,81.32,1051.1,DSL,Mailed check,1,2,Yes,No,No,0,2,0
41,Male,37,One year,67.42,5457.89,Fiber optic,Electronic check,4,0,No,Yes,No,0,1,0
28,Female,67,One year,65.08,7797.43,DSL,Mailed check,3,1,Yes,Yes,No,0,3,0
52,Male,60,Month-to-month,97.37,5327.62,Fiber optic,Credit card,1,1,No,Yes,Yes,0,1,0
40,Female,59,Month-to-month,88.98,4040.77,No,Mailed check,2,1,Yes,No,No,0,2,1
34,Female,36,Two year,105.36,5246.04,Fiber optic,Bank transfer,1,0,Yes,Yes,Yes,0,3,0
18,Female,49,One year,94.57,4272.07,DSL,Electronic check,1,2,No,No,Yes,0,2,0
32,Male,51,One year,38.71,1362.75,DSL,Bank transfer,3,0,No,No,Yes,1,1,0
49,Female,8,One year,53.44,6696.54,No,Credit card,3,1,Yes,Yes,Yes,1,4,0
26,Female,50,Two year,129.33,4844.04,DSL,Mailed check,4,3,Yes,No,No,1,1,0
32,Female,41,One year,106.22,3653.97,No,Credit card,1,2,No,No,No,0,5,0
41,Female,55,Month-to-month,43.74,2246.92,Fiber optic,Credit card,0,0,No,No,No,0,3,0
52,Male,68,Two year,21.0,3908.82,Fiber optic,Credit card,0,0,No,Yes,No,0,5,0
39,Female,18,One year,60.55,5639.76,DSL,Credit card,1,3,Yes,No,Yes,1,2,0
44,Female,65,Two year,27.13,2113.12,Fiber optic,Credit card,2,0,Yes,Yes,No,0,2,0
36,Male,64,Two year,82.7,6766.06,Fiber optic,Credit card,2,0,No,Yes,Yes,0,5,0
29,Female,41,Month-to-month,57.1,7769.19,Fiber optic,Mailed check,3,0,Yes,No,No,0,3,1
37,Female,42,Month-to-month,130.21,7640.41,Fiber optic,Bank transfer,2,1,Yes,No,Yes,0,5,1
18,Female,60,One year,111.59,4501.2,Fiber optic,Electronic check,4,1,Yes,No,Yes,0,1,1
38,Male,50,Month-to-month,36.28,1839.64,DSL,Electronic check,3,1,Yes,Yes,No,0,5,1
62,Female,48,One year,39.72,3826.24,DSL,Mailed check,2,1,No,No,Yes,0,4,0
18,Female,71,Month-to-month,105.12,5392.18,DSL,Mailed check,0,0,Yes,Yes,Yes,0,5,0
27,Male,8,One year,38.55,1054.66,Fiber optic,Electronic check,1,0,No,No,No,0,1,0
64,Male,25,Month-to-month,71.03,5721.1,Fiber optic,Electronic check,1,1,Yes,Yes,Yes,0,4,0
49,Female,7,Month-to-month,93.66,3424.6,Fiber optic,Credit card,0,1,No,Yes,No,0,3,1
56,Male,8,Month-to-month,26.55,3074.29,Fiber optic,Bank transfer,3,0,No,Yes,Yes,0,4,0
39,Female,31,Two year,39.93,8821.25,DSL,Credit card,7,2,No,No,No,0,3,1
35,Male,12,Month-to-month,61.65,3948.63,Fiber optic,Credit card,1,0,No,Yes,No,0,4,0
65,Female,57,Month-to-month,80.1,6134.54,Fiber optic,Credit card,2,0,Yes,No,Yes,0,5,0
63,Female,66,Month-to-month,131.6,5686.78,DSL,Bank transfer,2,1,No,Yes,Yes,0,4,0
49,Female,12,Month-to-month,44.35,1028.3,Fiber optic,Bank transfer,1,3,Yes,Yes,Yes,0,4,1
44,Male,27,Month-to-month,65.17,6756.56,DSL,Bank transfer,3,1,No,No,Yes,0,1,0
35,Female,7,Two year,58.45,7210.56,No,Mailed check,1,1,Yes,Yes,No,0,1,0
56,Male,61,Month-to-month,101.35,5508.0,Fiber optic,Bank transfer,3,0,No,No,No,0,2,1
66,Female,58,One year,53.36,2922.11,DSL,Credit card,3,1,No,Yes,No,1,5,0
46,Female,58,Month-to-month,120.41,3271.01,DSL,Mailed check,1,0,Yes,No,Yes,0,4,0
35,Female,13,Two year,85.67,6610.42,DSL,Electronic check,4,0,No,No,No,0,2,0
61,Male,53,Month-to-month,31.22,4995.53,Fiber optic,Credit card,3,1,Yes,No,No,0,3,0
25,Male,65,Two year,101.51,6048.32,DSL,Electronic check,1,0,No,No,No,1,5,0
71,Male,49,One year,94.0,1509.03,DSL,Electronic check,2,0,No,Yes,Yes,1,5,0
48,Male,35,One year,64.02,7104.09,Fiber optic,Bank transfer,1,1,No,Yes,No,1,4,1
51,Female,17,Two year,21.45,2951.48,DSL,Credit card,3,0,Yes,No,No,1,5,0
24,Male,72,Month-to-month,46.09,5616.77,Fiber optic,Bank transfer,1,0,No,No,No,0,4,0
53,Male,67,One year,72.74,1120.65,Fiber optic,Mailed check,1,1,Yes,Yes,No,0,4,0
35,Male,10,Month-to-month,45.99,2960.64,DSL,Bank transfer,1,0,Yes,Yes,No,0,5,0
55,Female,34,One year,95.07,5874.92,Fiber optic,Electronic check,0,0,No,Yes,Yes,0,5,0
26,Female,4,Two year,112.6,2540.43,DSL,Electronic check,1,1,No,No,Yes,0,3,0
26,Female,29,Two year,131.28,7934.78,No,Credit card,1,0,No,No,Yes,0,4,0
63,Male,46,Month-to-month,104.11,5984.93,DSL,Mailed check,5,3,Yes,No,No,0,1,0
25,Female,46,Month-to-month,109.57,7845.48,DSL,Electronic check,2,1,No,No,No,0,3,0
68,Female,59,Month-to-month,99.1,3618.98,Fiber optic,Credit card,1,2,Yes,No,Yes,0,3,0
52,Male,61,Month-to-month,148.11,402.47,DSL,Credit card,3,0,No,Yes,Yes,1,1,1
35,Female,68,Month-to-month,53.93,5227.65,Fiber optic,Bank transfer,1,1,Yes,No,Yes,0,5,0
22,Male,66,Month-to-month,54.61,3118.82,Fiber optic,Electronic check,0,1,No,No,No,0,5,0
31,Male,34,Two year,36.42,4088.88,DSL,Bank transfer,3,1,No,Yes,No,1,4,0
45,Female,5,One year,83.14,6161.88,Fiber optic,Electronic check,0,1,No,Yes,No,0,5,0
47,Male,9,One year,32.5,6335.92,DSL,Electronic check,3,1,No,No,No,1,1,0
21,Male,20,Month-to-month,55.12,345.25,DSL,Mailed check,1,1,Yes,No,No,0,3,1
56,Male,21,One year,82.75,6946.79,Fiber optic,Bank transfer,3,0,Yes,Yes,Yes,0,3,0
37,Male,17,Two year,144.49,4492.32,No,Credit card,0,3,Yes,No,Yes,0,2,0
42,Male,12,One year,145.3,5054.62,Fiber optic,Bank transfer,4,2,Yes,Yes,No,0,5,0
45,Male,67,Month-to-month,116.69,2752.15,DSL,Mailed check,4,2,No,No,No,0,1,1
29,Female,5,Month-to-month,70.6,3845.42,Fiber optic,Electronic check,1,3,No,No,Yes,0,5,0
19,Male,60,Two year,132.47,6422.34,DSL,Bank transfer,3,1,No,No,No,1,5,1
60,Male,53,Month-to-month,133.81,7012.75,DSL,Bank transfer,1,3,No,No,No,0,4,0
31,Male,52,One year,138.33,3545.25,Fiber optic,Mailed check,1,0,No,No,No,0,2,0
39,Male,48,Month-to-month,103.2,6250.95,Fiber optic,Electronic check,3,1,No,No,No,0,5,0
48,Female,19,Month-to-month,46.23,2396.59,DSL,Electronic check,3,0,Yes,Yes,No,0,2,0
40,Female,17,Two year,31.84,7505.0,Fiber optic,Credit card,0,0,No,No,No,1,1,0
65,Male,54,Month-to-month,138.92,5527.35,Fiber optic,Electronic check,3,1,Yes,Yes,Yes,0,1,0
37,Female,68,Month-to-month,27.22,6999.16,Fiber optic,Electronic check,2,0,Yes,No,No,0,3,1
55,Male,35,Month-to-month,58.47,4346.68,Fiber optic,Electronic check,0,1,No,Yes,No,0,1,0
72,Male,41,Two year,83.31,2139.07,Fiber optic,Electronic check,1,1,Yes,Yes,Yes,0,3,0
21,Male,13,Month-to-month,22.86,3920.16,Fiber optic,Electronic check,2,0,Yes,Yes,No,0,5,0
32,Male,33,Two year,137.9,3495.22,DSL,Credit card,1,1,No,Yes,Yes,0,1,0
41,Female,15,Month-to-month,57.33,3061.18,DSL,Electronic check,5,2,Yes,Yes,No,0,1,1
42,Female,63,Two year,23.71,1988.35,No,Bank transfer,2,3,Yes,No,No,1,1,0
18,Male,15,Two year,149.17,6856.59,Fiber optic,Bank transfer,1,0,No,Yes,Yes,0,4,0
24,Male,31,Month-to-month,60.48,868.53,Fiber optic,Electronic check,2,3,Yes,No,No,0,1,1
74,Female,28,Month-to-month,133.98,7999.29,No,Bank transfer,2,0,No,Yes,No,0,2,1
48,Female,10,Month-to-month,78.95,1657.72,Fiber optic,Credit card,0,0,No,Yes,Yes,0,3,0
29,Male,57,One year,106.21,8820.88,Fiber optic,Bank transfer,3,1,No,No,Yes,0,5,0
59,Female,71,Month-to-month,51.34,8897.37,Fiber optic,Credit card,2,3,Yes,No,Yes,0,4,0
22,Male,33,Month-to-month,85.37,3645.64,DSL,Credit card,0,1,No,Yes,Yes,1,1,0
61,Female,7,Month-to-month,53.49,8891.61,No,Mailed check,3,2,No,Yes,Yes,0,3,0
67,Female,5,Month-to-month,143.64,7834.71,Fiber optic,Bank transfer,4,1,Yes,Yes,No,0,4,0
59,Female,57,Month-to-month,27.92,833.63,DSL,Bank transfer,5,2,Yes,No,No,1,5,0
55,Female,72,Two year,55.71,8531.22,DSL,Electronic check,1,0,Yes,No,No,0,1,0
29,Male,40,Two year,136.1,478.38,Fiber optic,Electronic check,3,2,No,No,Yes,1,4,0
56,Male,28,Month-to-month,82.4,1719.04,DSL,Mailed check,3,1,No,Yes,Yes,0,3,0
35,Female,36,One year,98.01,5302.9,DSL,Electronic check,0,2,No,No,No,0,1,0
27,Female,47,One year,29.22,1539.38,Fiber optic,Credit card,2,1,Yes,No,No,0,4,0
32,Female,71,Month-to-month,22.31,8586.08,Fiber optic,Mailed check,2,2,No,Yes,No,0,3,0
47,Male,40,Month-to-month,141.92,8952.72,Fiber optic,Credit card,3,2,Yes,Yes,Yes,0,3,0
61,Male,59,One year,55.3,7203.42,Fiber optic,Electronic check,2,0,Yes,Yes,No,0,4,0
75,Male,43,One year,69.44,4685.36,No,Credit card,1,1,Yes,Yes,Yes,0,3,0
34,Female,66,Month-to-month,108.67,8112.68,Fiber optic,Mailed check,1,0,Yes,Yes,No,0,5,1
21,Male,9,Month-to-month,50.72,1095.9,Fiber optic,Bank transfer,1,2,Yes,No,No,1,4,0
24,Male,6,Month-to-month,115.3,8491.74,DSL,Bank transfer,0,1,Yes,Yes,Yes,0,2,0
58,Male,65,Month-to-month,79.57,3228.82,DSL,Mailed check,0,0,Yes,Yes,No,0,5,0
48,Male,3,Month-to-month,131.36,7767.26,Fiber optic,Credit card,2,3,No,No,Yes,0,3,1
68,Female,37,Month-to-month,56.21,6048.52,DSL,Mailed check,1,4,No,No,Yes,0,5,0
72,Female,33,Month-to-month,46.5,8646.44,Fiber optic,Bank transfer,3,2,Yes,No,No,0,2,0
56,Female,9,Two year,128.12,7795.63,DSL,Credit card,3,0,No,No,Yes,0,1,0
51,Female,51,One year,73.54,5722.61,No,Bank transfer,0,2,Yes,Yes,No,0,4,0
23,Female,71,One year,123.18,7515.11,Fiber optic,Mailed check,5,1,Yes,Yes,Yes,0,2,0
67,Female,26,Month-to-month,102.62,6838.47,Fiber optic,Bank transfer,4,2,No,No,No,1,2,1
55,Male,16,Month-to-month,77.42,1538.45,Fiber optic,Electronic check,1,0,Yes,No,No,1,1,0
62,Female,40,Two year,52.49,5872.51,Fiber optic,Credit card,0,0,No,Yes,No,0,3,0
75,Female,51,Month-to-month,119.35,1418.76,DSL,Mailed check,3,2,Yes,No,No,0,3,0
68,Female,39,Two year,43.46,7838.16,Fiber optic,Bank transfer,2,0,Yes,Yes,Yes,0,2,0
51,Female,55,Two year,140.68,686.95,Fiber optic,Bank transfer,4,1,No,Yes,Yes,0,3,1
61,Male,36,One year,39.54,8884.72,DSL,Mailed check,2,1,Yes,Yes,No,0,5,0
32,Female,65,One year,124.64,3665.58,DSL,Credit card,3,0,No,No,No,0,4,0
31,Female,45,One year,75.15,1618.6,Fiber optic,Electronic check,2,1,Yes,Yes,Yes,0,5,1
23,Male,9,Month-to-month,44.18,8427.51,Fiber optic,Mailed check,1,1,Yes,No,No,0,3,0
67,Female,37,Two year,72.31,504.29,Fiber optic,Bank transfer,2,2,Yes,Yes,Yes,0,3,0
54,Female,1,Month-to-month,48.8,4283.94,Fiber optic,Electronic check,0,1,No,Yes,Yes,0,3,0
67,Female,66,Month-to-month,37.68,6955.02,DSL,Credit card,2,2,Yes,Yes,Yes,0,3,1
20,Female,43,One year,132.76,4806.63,No,Credit card,2,0,No,Yes,No,0,5,0
20,Female,28,Month-to-month,33.77,6333.68,Fiber optic,Electronic check,2,3,No,Yes,Yes,0,2,1
39,Female,31,Two year,146.43,8572.59,DSL,Credit card,1,1,Yes,Yes,No,0,4,0
39,Male,69,Month-to-month,20.65,1014.05,DSL,Electronic check,2,0,Yes,No,No,0,5,0
27,Male,8,Two year,105.57,1499.32,DSL,Bank transfer,1,1,Yes,Yes,No,0,2,0
68,Female,34,Month-to-month,131.35,4628.95,Fiber optic,Electronic check,1,1,Yes,No,Yes,1,4,1
29,Female,58,Month-to-month,38.72,3756.09,Fiber optic,Electronic check,3,2,Yes,No,No,1,2,0
46,Male,47,Month-to-month,110.77,2742.96,Fiber optic,Electronic check,1,3,Yes,No,No,0,5,1
65,Female,25,Month-to-month,33.96,5090.09,Fiber optic,Bank transfer,2,1,No,Yes,Yes,1,4,0
34,Male,3,Two year,65.84,7961.27,DSL,Credit card,2,2,No,Yes,No,1,1,0
24,Female,45,Month-to-month,115.15,1532.23,DSL,Bank transfer,2,0,No,Yes,No,0,2,0
30,Male,52,One year,64.98,2016.05,Fiber optic,Mailed check,1,2,No,Yes,Yes,0,2,0
73,Male,34,Month-to-month,60.74,6070.33,Fiber optic,Electronic check,2,0,No,No,Yes,0,3,0
19,Female,69,Month-to-month,35.09,600.16,Fiber optic,Bank transfer,2,0,Yes,No,Yes,0,4,0
21,Female,8,Month-to-month,28.64,6096.5,DSL,Mailed check,3,0,Yes,Yes,Yes,0,2,0
41,Female,25,One year,21.46,3709.39,DSL,Electronic check,2,0,Yes,No,Yes,0,5,0
34,Male,58,Month-to-month,110.07,3211.33,Fiber optic,Bank transfer,0,2,No,Yes,Yes,0,5,1
69,Female,48,One year,119.92,7586.77,No,Bank transfer,1,2,Yes,No,Yes,0,1,0
23,Male,1,Month-to-month,93.83,8520.01,Fiber optic,Electronic check,3,0,No,Yes,Yes,0,4,0
36,Male,8,One year,115.0,4977.3,DSL,Mailed check,2,1,No,No,Yes,0,3,1
22,Female,21,Two year,104.8,5278.72,Fiber optic,Electronic check,1,4,No,Yes,Yes,0,1,0
49,Female,29,Two year,79.22,727.3,Fiber optic,Credit card,1,2,No,No,Yes,1,1,0
27,Female,30,Month-to-month,69.75,6447.41,DSL,Bank transfer,1,1,Yes,Yes,No,0,4,0
26,Male,3,Month-to-month,142.37,5298.48,DSL,Mailed check,3,1,Yes,Yes,Yes,0,2,1
30,Male,11,Two year,104.67,1865.99,DSL,Electronic check,2,1,No,Yes,No,1,5,0
38,Male,59,Month-to-month,78.23,1621.61,Fiber optic,Mailed check,5,1,Yes,Yes,Yes,0,5,0
41,Male,12,One year,84.55,5961.95,Fiber optic,Electronic check,2,0,No,Yes,Yes,0,5,1
55,Female,38,Two year,118.54,8363.11,Fiber optic,Mailed check,3,1,No,No,Yes,0,1,0
21,Male,24,Month-to-month,106.81,6890.48,Fiber optic,Credit card,1,2,Yes,No,No,0,3,0
41,Male,65,Two year,86.93,4348.62,DSL,Mailed check,2,0,Yes,Yes,Yes,0,5,0
52,Female,18,Month-to-month,108.45,3696.06,Fiber optic,Credit card,1,1,No,No,No,0,2,1
20,Female,46,Month-to-month,23.13,3539.48,Fiber optic,Mailed check,2,1,No,No,Yes,1,3,0
21,Female,56,Month-to-month,120.96,5451.1,No,Bank transfer,3,1,Yes,No,No,0,4,0
74,Female,63,Month-to-month,47.51,3297.06,Fiber optic,Mailed check,0,0,No,No,Yes,0,1,0
54,Female,7,Two year,105.33,2112.49,DSL,Credit card,2,1,Yes,Yes,No,0,5,0
57,Female,66,Month-to-month,34.82,5465.3,Fiber optic,Bank transfer,2,2,No,No,No,0,2,0
65,Female,40,Month-to-month,34.88,3577.28,DSL,Electronic check,1,0,No,No,Yes,0,3,0
71,Female,54,Month-to-month,24.64,225.71,No,Electronic check,1,0,No,Yes,No,0,1,0
52,Female,31,One year,138.33,297.86,Fiber optic,Mailed check,3,0,Yes,No,Yes,1,1,1
48,Male,52,One year,98.59,2539.82,Fiber optic,Bank transfer,2,2,Yes,Yes,No,0,2,0
73,Female,31,One year,67.06,4660.56,Fiber optic,Mailed check,0,1,Yes,Yes,Yes,0,2,0
61,Female,34,Month-to-month,122.41,3252.73,DSL,Mailed check,2,5,Yes,Yes,Yes,0,2,1
42,Male,7,One year,101.39,314.09,Fiber optic,Bank transfer,1,1,No,Yes,Yes,0,4,0
57,Female,16,Two year,100.61,2086.05,Fiber optic,Electronic check,4,0,Yes,No,Yes,0,1,0
30,Male,22,Month-to-month,83.32,958.13,DSL,Bank transfer,2,2,No,No,Yes,0,4,0
21,Male,53,One year,21.03,8542.82,Fiber optic,Credit card,2,2,Yes,Yes,Yes,0,5,0
63,Female,17,Two year,53.6,2884.22,Fiber optic,Bank transfer,1,0,Yes,Yes,No,0,4,0
31,Male,4,One year,34.18,231.42,DSL,Electronic check,2,0,No,Yes,Yes,0,5,0
30,Female,61,One year,106.11,5979.01,DSL,Bank transfer,1,1,Yes,Yes,No,0,4,0
44,Female,52,One year,52.32,2168.79,No,Credit card,0,0,Yes,No,Yes,0,4,0
23,Male,35,Month-to-month,78.52,5143.95,DSL,Bank transfer,0,1,Yes,No,No,0,2,0
34,Male,44,One year,65.95,1441.63,DSL,Mailed check,1,2,Yes,Yes,No,0,1,0
53,Male,15,Two year,38.62,8857.72,Fiber optic,Bank transfer,1,1,Yes,No,Yes,0,3,0
57,Female,61,Month-to-month,144.59,8735.31,Fiber optic,Bank transfer,0,0,No,Yes,No,1,2,0
66,Female,44,Two year,141.34,5938.25,No,Electronic check,1,0,Yes,No,No,0,3,0
52,Male,21,One year,31.0,6394.1,Fiber optic,Mailed check,4,0,Yes,Yes,No,1,4,0
58,Female,49,One year,83.49,8663.4,Fiber optic,Mailed check,1,3,No,No,Yes,0,1,1
19,Male,53,Month-to-month,120.59,3871.28,Fiber optic,Bank transfer,1,1,Yes,Yes,No,0,3,0
74,Male,27,Two year,39.65,2231.27,DSL,Credit card,0,2,No,Yes,No,0,3,0
30,Male,31,Month-to-month,37.2,1126.87,Fiber optic,Electronic check,1,0,No,No,No,1,4,0
69,Male,44,Two year,135.8,1952.32,No,Bank transfer,0,0,No,No,Yes,0,2,0
19,Male,32,Month-to-month,136.72,5192.7,DSL,Electronic check,4,0,Yes,Yes,No,0,4,0
69,Male,30,One year,80.57,2281.32,DSL,Bank transfer,0,1,No,Yes,No,0,3,0
45,Male,18,Two year,133.12,5922.82,Fiber optic,Mailed check,1,0,No,No,Yes,0,3,0
60,Male,63,Month-to-month,106.77,3501.44,Fiber optic,Electronic check,1,1,Yes,No,No,0,2,0
43,Male,16,One year,44.05,7993.17,DSL,Mailed check,0,2,Yes,No,No,1,4,0
39,Male,35,Month-to-month,62.76,5070.45,No,Bank transfer,2,2,Yes,Yes,No,0,1,0
64,Female,62,Two year,37.69,5641.18,Fiber optic,Credit card,2,2,No,Yes,No,0,5,0
60,Female,9,One year,120.61,5053.38,DSL,Electronic check,3,0,No,No,No,0,2,0
72,Male,62,Two year,148.08,7981.56,No,Mailed check,2,2,No,No,Yes,0,2,0
20,Female,39,Two year,91.03,664.43,DSL,Bank transfer,2,0,No,No,No,0,5,0
52,Female,51,Month-to-month,105.26,699.4,Fiber optic,Mailed check,3,0,Yes,No,Yes,0,2,0
75,Female,10,Month-to-month,116.99,6345.49,DSL,Bank transfer,1,2,No,Yes,Yes,0,1,0
29,Female,52,One year,49.15,6934.88,DSL,Mailed check,0,0,Yes,No,No,0,1,0
41,Female,12,Month-to-month,63.68,3958.95,Fiber optic,Mailed check,2,0,No,No,Yes,0,1,0
22,Female,72,Month-to-month,73.6,3235.52,Fiber optic,Bank transfer,3,2,No,No,Yes,0,2,0
37,Male,62,Month-to-month,97.3,2573.71,Fiber optic,Mailed check,4,2,Yes,Yes,Yes,0,1,0
56,Male,3,One year,130.56,2186.11,DSL,Electronic check,5,0,Yes,Yes,No,1,1,1
56,Female,11,Month-to-month,53.05,8216.43,DSL,Electronic check,0,0,Yes,No,No,0,5,0
30,Female,8,Two year,81.22,2726.74,Fiber optic,Bank transfer,2,1,No,No,No,0,5,0
58,Male,23,Two year,117.7,5867.9,No,Bank transfer,3,0,Yes,Yes,Yes,1,3,1
74,Female,10,One year,31.36,7105.14,Fiber optic,Mailed check,2,1,No,No,No,1,2,0
70,Female,18,Month-to-month,86.68,295.5,DSL,Bank transfer,3,0,No,No,Yes,0,4,0
29,Female,26,Month-to-month,90.09,3064.92,Fiber optic,Electronic check,2,0,No,No,No,0,5,1
30,Female,11,Two year,119.82,6294.54,DSL,Credit card,3,0,Yes,Yes,No,0,1,0
73,Male,10,Month-to-month,50.8,2421.11,Fiber optic,Credit card,5,0,Yes,No,Yes,0,2,0
27,Male,3,Month-to-month,130.43,113.2,Fiber optic,Bank transfer,3,2,No,Yes,Yes,0,3,1
50,Female,62,Month-to-month,63.52,2664.52,DSL,Electronic check,2,0,Yes,Yes,Yes,0,1,0
74,Male,71,One year,44.8,902.16,Fiber optic,Bank transfer,1,0,No,No,No,1,1,0
57,Female,61,One year,80.49,2052.78,Fiber optic,Bank transfer,6,3,No,No,No,0,3,0
71,Female,4,Month-to-month,133.89,3065.39,No,Electronic check,2,0,Yes,Yes,Yes,0,1,0
62,Female,8,One year,62.58,6386.65,Fiber optic,Mailed check,2,1,No,No,Yes,0,4,0
52,Female,13,Month-to-month,104.91,2377.69,DSL,Electronic check,1,2,No,No,No,0,4,0
20,Female,12,One year,66.49,5983.74,Fiber optic,Bank transfer,2,2,Yes,No,Yes,1,4,0
73,Female,35,Two year,29.21,5431.39,DSL,Credit card,0,0,Yes,No,Yes,0,4,1
